observation_date,DEXSLUS
2015-06-08,133.9382
2015-06-09,133.9382
2015-06-10,133.9382
2015-06-11,133.9382
2015-06-12,133.9382
2015-06-15,133.9382
2015-06-16,133.9382
2015-06-17,133.9382
2015-06-18,133.9382
2015-06-19,133.9382
2015-06-22,133.9382
2015-06-23,133.9382
2015-06-24,133.9382
2015-06-25,133.9382
2015-06-26,133.9382
2015-06-29,133.9382
2015-06-30,133.9382
2015-07-01,133.6818
2015-07-02,133.6818
2015-07-03,133.6818
2015-07-06,133.6818
2015-07-07,133.6818
2015-07-08,133.6818
2015-07-09,133.6818
2015-07-10,133.6818
2015-07-13,133.6818
2015-07-14,133.6818
2015-07-15,133.6818
2015-07-16,133.6818
2015-07-17,133.6818
2015-07-20,133.6818
2015-07-21,133.6818
2015-07-22,133.6818
2015-07-23,133.6818
2015-07-24,133.6818
2015-07-27,133.6818
2015-07-28,133.6818
2015-07-29,133.6818
2015-07-30,133.6818
2015-07-31,133.6818
2015-08-03,133.8519
2015-08-04,133.8519
2015-08-05,133.8519
2015-08-06,133.8519
2015-08-07,133.8519
2015-08-10,133.8519
2015-08-11,133.8519
2015-08-12,133.8519
2015-08-13,133.8519
2015-08-14,133.8519
2015-08-17,133.8519
2015-08-18,133.8519
2015-08-19,133.8519
2015-08-20,133.8519
2015-08-21,133.8519
2015-08-24,133.8519
2015-08-25,133.8519
2015-08-26,133.8519
2015-08-27,133.8519
2015-08-28,133.8519
2015-08-31,133.8519
2015-09-01,139.2329
2015-09-02,139.2329
2015-09-03,139.2329
2015-09-04,139.2329
2015-09-07,139.2329
2015-09-08,139.2329
2015-09-09,139.2329
2015-09-10,139.2329
2015-09-11,139.2329
2015-09-14,139.2329
2015-09-15,139.2329
2015-09-16,139.2329
2015-09-17,139.2329
2015-09-18,139.2329
2015-09-21,139.2329
2015-09-22,139.2329
2015-09-23,139.2329
2015-09-24,139.2329
2015-09-25,139.2329
2015-09-28,139.2329
2015-09-29,139.2329
2015-09-30,139.2329
2015-10-01,140.8510
2015-10-02,140.8510
2015-10-05,140.8510
2015-10-06,140.8510
2015-10-07,140.8510
2015-10-08,140.8510
2015-10-09,140.8510
2015-10-12,140.8510
2015-10-13,140.8510
2015-10-14,140.8510
2015-10-15,140.8510
2015-10-16,140.8510
2015-10-19,140.8510
2015-10-20,140.8510
2015-10-21,140.8510
2015-10-22,140.8510
2015-10-23,140.8510
2015-10-26,140.8510
2015-10-27,140.8510
2015-10-28,140.8510
2015-10-29,140.8510
2015-10-30,140.8510
2015-11-02,141.9637
2015-11-03,141.9637
2015-11-04,141.9637
2015-11-05,141.9637
2015-11-06,141.9637
2015-11-09,141.9637
2015-11-10,141.9637
2015-11-11,141.9637
2015-11-12,141.9637
2015-11-13,141.9637
2015-11-16,141.9637
2015-11-17,141.9637
2015-11-18,141.9637
2015-11-19,141.9637
2015-11-20,141.9637
2015-11-23,141.9637
2015-11-24,141.9637
2015-11-25,141.9637
2015-11-26,141.9637
2015-11-27,141.9637
2015-11-30,141.9637
2015-12-01,143.3350
2015-12-02,143.3350
2015-12-03,143.3350
2015-12-04,143.3350
2015-12-07,143.3350
2015-12-08,143.3350
2015-12-09,143.3350
2015-12-10,143.3350
2015-12-11,143.3350
2015-12-14,143.3350
2015-12-15,143.3350
2015-12-16,143.3350
2015-12-17,143.3350
2015-12-18,143.3350
2015-12-21,143.3350
2015-12-22,143.3350
2015-12-23,143.3350
2015-12-24,143.3350
2015-12-25,143.3350
2015-12-28,143.3350
2015-12-29,143.3350
2015-12-30,143.3350
2015-12-31,143.3350
2016-01-01,143.5505
2016-01-04,143.5505
2016-01-05,143.5505
2016-01-06,143.5505
2016-01-07,143.5505
2016-01-08,143.5505
2016-01-11,143.5505
2016-01-12,143.5505
2016-01-13,143.5505
2016-01-14,143.5505
