Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2011","2011","","117.33","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2012","2012","","117.33","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2013","2013","","117.33","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2014","2014","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2015","2015","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2016","2016","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2017","2017","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2018","2018","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2019","2019","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2020","2020","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2021","2021","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2022","2022","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2023","2023","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","","100","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1961","1961","","216.12","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1962","1962","","187.45","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1963","1963","","330.08","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1964","1964","","336.23","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1965","1965","","334.73","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1966","1966","","333.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1967","1967","","389.04","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1968","1968","","288.92","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1969","1969","","171.01","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1970","1970","","172.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1971","1971","","150.3","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1972","1972","","172.5","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1973","1973","","169.17","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1974","1974","","143.71","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1975","1975","","94.08","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1976","1976","","92.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1977","1977","","60.49","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1978","1978","","74.23","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1979","1979","","87.43","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1980","1980","","128.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1981","1981","","140.7","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1982","1982","","125.08","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1983","1983","","138.06","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1984","1984","","137.58","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1985","1985","","150.35","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1986","1986","","162.06","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1987","1987","","160.18","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1988","1988","","171.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1989","1989","","169.98","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1990","1990","","181.89","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1991","1991","","180.53","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1992","1992","","190.38","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1993","1993","","199.65","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1994","1994","","196.77","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1995","1995","","193.54","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1996","1996","","213.58","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1997","1997","","221.21","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1998","1998","","228.5","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","1999","1999","","235.5","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2000","2000","","198.22","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2001","2001","","162.59","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2002","2002","","150.18","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2003","2003","","127.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2004","2004","","126.92","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2005","2005","","126.11","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2006","2006","","125.27","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2007","2007","","124.41","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2008","2008","","123.58","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2009","2009","","122.83","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2010","2010","","122.11","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2011","2011","","121.35","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2012","2012","","120.43","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2013","2013","","119.36","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2014","2014","","100.84","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2015","2015","","99.99","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2016","2016","","99.17","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2017","2017","","98.37","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2018","2018","","97.64","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2019","2019","","96.96","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2020","2020","","96.31","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2021","2021","","95.72","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2022","2022","","95.15","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2023","2023","","94.59","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","0232","Eggs from other birds in shell, fresh, n.e.c.","2024","2024","","94.05","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1961","1961","","24.12","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1962","1962","","22.55","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1963","1963","","22.29","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1964","1964","","26.87","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1965","1965","","23.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1966","1966","","34.6","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1967","1967","","33.97","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1968","1968","","24.59","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1969","1969","","24.58","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1970","1970","","21.94","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1971","1971","","18.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1972","1972","","26","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1973","1973","","36.12","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1974","1974","","25.79","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1975","1975","","34.32","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1976","1976","","40.11","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1977","1977","","36.71","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1978","1978","","36.71","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1979","1979","","36.71","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1980","1980","","36.71","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1981","1981","","39.91","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1982","1982","","44.1","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1983","1983","","83.63","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1984","1984","","83.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1985","1985","","86.53","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1986","1986","","95.82","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1987","1987","","63.79","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1988","1988","","62.64","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1989","1989","","63.46","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1990","1990","","49.3","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1991","1991","","39.86","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1992","1992","","26.75","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1993","1993","","16.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1994","1994","","30.42","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1995","1995","","30.84","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1996","1996","","30.99","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1997","1997","","30","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1998","1998","","29.05","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1999","1999","","28.84","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2000","2000","","28.74","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2001","2001","","24.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2002","2002","","26.64","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2003","2003","","25.38","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2004","2004","","29.84","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2005","2005","","35.14","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2006","2006","","35.45","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2007","2007","","43.37","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2008","2008","","52.71","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2009","2009","","56.54","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2010","2010","","63.2","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2011","2011","","71.64","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2012","2012","","78.2","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2013","2013","","73.82","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2014","2014","","81.19","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2015","2015","","97.22","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2016","2016","","121.59","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2017","2017","","85.62","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2018","2018","","74.51","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2019","2019","","82.27","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2020","2020","","220.37","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2021","2021","","298.11","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2022","2022","","377.24","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2023","2023","","312.12","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01657","Ginger, raw","2024","2024","","272.81","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1961","1961","","53.01","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1962","1962","","48.36","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1963","1963","","46.64","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1964","1964","","54.87","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1965","1965","","46.61","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1966","1966","","67.3","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1967","1967","","64.49","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1968","1968","","45.58","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1969","1969","","44.5","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1970","1970","","38.85","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1971","1971","","32.54","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1972","1972","","44.16","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1973","1973","","60.16","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1974","1974","","42.16","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1975","1975","","55.1","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1976","1976","","63.24","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1977","1977","","56.84","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1978","1978","","55.81","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1979","1979","","54.77","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1980","1980","","53.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1981","1981","","57.49","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1982","1982","","62.76","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1983","1983","","118.21","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1984","1984","","117.47","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1985","1985","","121.1","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1986","1986","","132.49","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01657","Ginger, raw","1987","1987","","87.19","E","Estimated value"
