Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1988","1988","","34.83","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1989","1989","","32.61","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1990","1990","","32.48","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1991","1991","","31.56","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1992","1992","","31.46","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1993","1993","","24.43","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1994","1994","","22.47","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1995","1995","","23.66","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1996","1996","","23.98","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1997","1997","","24.52","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1998","1998","","22.89","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","1999","1999","","24.69","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2000","2000","","26.65","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2001","2001","","23.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2002","2002","","24.46","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2003","2003","","23.57","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2004","2004","","29.25","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2005","2005","","29.94","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2006","2006","","29.57","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2007","2007","","29.93","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2008","2008","","30.62","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2009","2009","","28.96","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2010","2010","","30.34","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2011","2011","","28.56","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2012","2012","","32.93","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2013","2013","","92.75","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2014","2014","","100.42","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2015","2015","","94.48","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2016","2016","","105.1","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2017","2017","","107.25","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2018","2018","","108.56","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2019","2019","","97.74","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2020","2020","","117.9","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2021","2021","","106.14","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2022","2022","","101.04","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2023","2023","","96.95","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01241.90","Other beans, green","2024","2024","","94.48","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2010","2010","","90.09","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2011","2011","","93.02","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2012","2012","","92.93","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2013","2013","","91.76","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2014","2014","","101.53","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2015","2015","","92.96","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2016","2016","","105.51","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2017","2017","","111.49","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2018","2018","","48.12","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2019","2019","","54.22","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","","134.62","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","","113.73","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","","104.6","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","","109.17","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2024","2024","","110.62","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2010","2010","","93.76","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2011","2011","","96.21","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2012","2012","","95.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2013","2013","","93.36","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2014","2014","","102.4","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2015","2015","","92.96","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2016","2016","","104.64","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2017","2017","","109.69","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2018","2018","","46.99","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2019","2019","","52.57","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","","129.66","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","","108.87","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","","99.54","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","","103.27","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01929.90","Other fibre crops, raw, n.e.c.","2024","2024","","104.04","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1961","1961","","14.43","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1962","1962","","16.42","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1963","1963","","15.65","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1964","1964","","15.65","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1965","1965","","14.72","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1966","1966","","15.49","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1967","1967","","14.72","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1968","1968","","13.79","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1969","1969","","13.94","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1970","1970","","56.39","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1971","1971","","61.97","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1972","1972","","61.97","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1973","1973","","65.07","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1974","1974","","66.62","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1975","1975","","68.17","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1976","1976","","69.72","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1977","1977","","71.27","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1978","1978","","72.82","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1979","1979","","74.36","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1980","1980","","77.46","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1981","1981","","77.46","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1982","1982","","77.46","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1983","1983","","79.01","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1984","1984","","80.56","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1985","1985","","85.21","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1986","1986","","86.76","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1987","1987","","86.76","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1988","1988","","89.86","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1989","1989","","92.96","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1990","1990","","100.7","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1991","1991","","98.28","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1992","1992","","97.6","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1993","1993","","96.05","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1994","1994","","94.51","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1995","1995","","96.05","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1996","1996","","96.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1997","1997","","97.6","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1998","1998","","97.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1999","1999","","98.3","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2000","2000","","98.76","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2001","2001","","99.76","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2002","2002","","100.7","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2003","2003","","96.05","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2004","2004","","88.31","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2005","2005","","92.96","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2006","2006","","95.55","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2007","2007","","96.72","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2008","2008","","97.69","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2009","2009","","98.37","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2010","2010","","98.89","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2011","2011","","99.34","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2012","2012","","101.63","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2013","2013","","100.7","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2014","2014","","99.91","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2015","2015","","100.03","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2016","2016","","100.05","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2017","2017","","99.97","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2018","2018","","99.89","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2019","2019","","99.78","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2020","2020","","99.74","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2021","2021","","99.99","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2022","2022","","100.06","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2023","2023","","100.15","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","432","Gross Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","2024","2024","","100.23","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1961","1961","","31.67","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1962","1962","","35.18","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1963","1963","","32.71","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1964","1964","","31.91","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1965","1965","","29.29","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1966","1966","","30.1","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1967","1967","","27.91","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1968","1968","","25.53","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1969","1969","","25.22","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1970","1970","","99.73","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1971","1971","","107.28","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1972","1972","","105.12","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1973","1973","","108.25","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1974","1974","","108.79","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1975","1975","","109.32","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1976","1976","","109.8","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1977","1977","","110.22","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1978","1978","","110.56","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1979","1979","","110.83","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1980","1980","","113.36","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1981","1981","","111.47","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1982","1982","","110.11","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1983","1983","","111.56","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1984","1984","","113.36","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1985","1985","","119.11","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1986","1986","","119.83","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1987","1987","","118.44","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1988","1988","","121.43","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1989","1989","","124.31","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1990","1990","","133.81","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1991","1991","","129.62","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1992","1992","","126.69","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1993","1993","","122.58","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1994","1994","","118.86","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1995","1995","","118.83","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1996","1996","","117.45","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1997","1997","","116.22","E","Estimated value"
"QI","Production Indices","144","Sri Lanka","434","Gross per capita Production Index Number (2014-2016 = 100)","01359.90","Other fruits, n.e.c.","1998","1998","","114.25","E","Estimated value"
