lag_quarters,gdp_corr,inflation_corr
0,-0.07238953251074355,0.013862776344835468
1,0.09336588425769286,0.0760818473717654
2,0.08809339619728804,0.04294343456703586
3,0.09655759915083056,-0.010147238669318688
4,0.10678308445226249,-0.04078111101501804
